Order Date,Ship Date,Ship Mode,State/Province,Region,Factory,Shipping Lead Time,Route,Sales,Units,Gross Profit
2023-06-09,2023-06-11,Expedited,TX,South,Wicked Choccy's,2,Wicked Choccy's → TX,433.38,179,218.57999999999998
2023-05-29,2023-06-02,Expedited,WI,Midwest,Secret Factory,4,Secret Factory → WI,776.11,342,434.11
2023-02-23,2023-02-24,Expedited,NJ,Northeast,Lot's O' Nuts,1,Lot's O' Nuts → NJ,615.61,194,324.61
2023-08-04,2023-08-10,Standard,NJ,Northeast,Sugar Shack,6,Sugar Shack → NJ,697.85,440,477.85
2023-06-25,2023-06-28,Expedited,OR,West,Secret Factory,3,Secret Factory → OR,705.87,273,432.87
2023-05-16,2023-05-20,Standard,PA,Northeast,Secret Factory,4,Secret Factory → PA,879.77,329,550.77
2023-12-20,2023-12-25,Standard,VA,South,Wicked Choccy's,5,Wicked Choccy's → VA,702.58,283,362.98
2023-12-20,2023-12-28,Standard,CA,West,Secret Factory,8,Secret Factory → CA,341.71,132,209.70999999999998
2023-05-15,2023-05-23,Standard,FL,South,Sugar Shack,8,Sugar Shack → FL,299.94,221,189.44
2023-10-12,2023-10-16,Standard,FL,South,The Other Factory,4,The Other Factory → FL,1131.98,493,688.28
2023-04-26,2023-05-03,Standard,CA,West,Wicked Choccy's,7,Wicked Choccy's → CA,1191.21,453,647.61
2023-03-15,2023-03-18,Standard,OH,Midwest,The Other Factory,3,The Other Factory → OH,412.74,174,256.14
2023-10-08,2023-10-11,Standard,AZ,West,Lot's O' Nuts,3,Lot's O' Nuts → AZ,628.66,197,333.15999999999997
2023-04-16,2023-04-22,Standard,FL,South,Secret Factory,6,Secret Factory → FL,46.29,20,26.29
2023-12-02,2023-12-08,Standard,PA,Northeast,Secret Factory,6,Secret Factory → PA,126.45,46,80.45
2023-07-15,2023-07-20,Standard,CT,Northeast,Sugar Shack,5,Sugar Shack → CT,311.26,190,216.26
2023-06-24,2023-06-29,Standard,VA,South,The Other Factory,5,The Other Factory → VA,54.56,23,33.86
2023-06-15,2023-06-18,Standard,PA,Northeast,Wicked Choccy's,3,Wicked Choccy's → PA,544.54,236,261.34
2023-09-21,2023-09-29,Standard,TX,South,Sugar Shack,8,Sugar Shack → TX,524.13,363,342.63
2023-12-06,2023-12-08,Expedited,IL,Midwest,Sugar Shack,2,Sugar Shack → IL,640.58,406,437.58000000000004
2023-07-21,2023-07-26,Standard,CA,West,Sugar Shack,5,Sugar Shack → CA,260.75,163,179.25
2023-07-11,2023-07-14,Standard,GA,South,Secret Factory,3,Secret Factory → GA,990.3,421,569.3
2023-12-07,2023-12-10,Expedited,NJ,Northeast,Wicked Choccy's,3,Wicked Choccy's → NJ,580.76,247,284.36
2023-09-20,2023-09-22,Expedited,MI,Midwest,The Other Factory,2,The Other Factory → MI,991.59,431,603.69
2023-12-16,2023-12-19,Expedited,IL,Midwest,Wicked Choccy's,3,Wicked Choccy's → IL,1260.25,459,709.45
2023-01-05,2023-01-08,Standard,IN,Midwest,Wicked Choccy's,3,Wicked Choccy's → IN,722.08,304,357.28000000000003
2023-04-01,2023-04-03,Expedited,OR,West,Lot's O' Nuts,2,Lot's O' Nuts → OR,570.5,191,284.0
2023-06-12,2023-06-21,Standard,CA,West,The Other Factory,9,The Other Factory → CA,112.2,55,62.7
2023-12-02,2023-12-05,Standard,MI,Midwest,Wicked Choccy's,3,Wicked Choccy's → MI,136.45,54,71.64999999999999
2023-11-01,2023-11-03,Expedited,WA,West,Lot's O' Nuts,2,Lot's O' Nuts → WA,458.01,144,242.01
2023-12-30,2024-01-07,Standard,NY,Northeast,Sugar Shack,8,Sugar Shack → NY,693.64,466,460.64
2023-10-07,2023-10-12,Standard,WA,West,Secret Factory,5,Secret Factory → WA,992.8,429,563.8
2023-03-01,2023-03-05,Standard,WA,West,Wicked Choccy's,4,Wicked Choccy's → WA,611.91,267,291.51
2023-04-25,2023-04-30,Standard,OR,West,Lot's O' Nuts,5,Lot's O' Nuts → OR,805.3,296,361.29999999999995
2023-11-13,2023-11-16,Standard,AZ,West,The Other Factory,3,The Other Factory → AZ,657.02,306,381.62
2023-07-31,2023-08-05,Standard,FL,South,Sugar Shack,5,Sugar Shack → FL,379.77,272,243.76999999999998
2023-12-10,2023-12-14,Standard,MI,Midwest,Wicked Choccy's,4,Wicked Choccy's → MI,143.33,58,73.73000000000002
2023-03-19,2023-03-24,Standard,NJ,Northeast,Wicked Choccy's,5,Wicked Choccy's → NJ,1258.58,483,678.9799999999999
2023-12-23,2023-12-28,Standard,NY,Northeast,Lot's O' Nuts,5,Lot's O' Nuts → NY,902.72,326,413.72
2023-09-17,2023-09-20,Standard,TX,South,Secret Factory,3,Secret Factory → TX,158.76,67,91.75999999999999
2023-04-16,2023-04-21,Standard,WA,West,Wicked Choccy's,5,Wicked Choccy's → WA,761.82,313,386.22
2023-01-15,2023-01-19,Expedited,OR,West,Secret Factory,4,Secret Factory → OR,987.95,404,583.95
2023-01-30,2023-02-01,Expedited,MA,Northeast,Secret Factory,2,Secret Factory → MA,502.52,193,309.52
2023-12-01,2023-12-07,Standard,OH,Midwest,Secret Factory,6,Secret Factory → OH,1041.41,397,644.4100000000001
2023-03-02,2023-03-05,Standard,WA,West,Secret Factory,3,Secret Factory → WA,146.84,57,89.84
2023-12-10,2023-12-11,Expedited,NC,South,Lot's O' Nuts,1,Lot's O' Nuts → NC,1400.76,498,653.76
2023-10-21,2023-10-27,Standard,PA,Northeast,The Other Factory,6,The Other Factory → PA,993.32,455,583.82
2023-01-07,2023-01-16,Expedited,NC,South,Sugar Shack,9,Sugar Shack → NC,552.83,361,372.33000000000004
2023-03-12,2023-03-18,Standard,IN,Midwest,Wicked Choccy's,6,Wicked Choccy's → IN,170.37,65,92.37
2023-06-12,2023-06-18,Standard,CA,West,The Other Factory,6,The Other Factory → CA,690.47,345,379.97
2023-08-04,2023-08-08,Standard,OH,Midwest,Wicked Choccy's,4,Wicked Choccy's → OH,1001.27,442,470.87
2023-07-27,2023-07-31,Standard,MA,Northeast,Sugar Shack,4,Sugar Shack → MA,530.54,329,366.03999999999996
2023-03-29,2023-04-01,Standard,MA,Northeast,Wicked Choccy's,3,Wicked Choccy's → MA,1117.11,440,589.1099999999999
2023-04-06,2023-04-08,Expedited,VA,South,Wicked Choccy's,2,Wicked Choccy's → VA,879.73,361,446.53000000000003
2023-06-22,2023-06-26,Expedited,GA,South,Sugar Shack,4,Sugar Shack → GA,516.92,327,353.41999999999996
2023-10-22,2023-10-24,Expedited,WA,West,Secret Factory,2,Secret Factory → WA,1071.2,408,663.2
2023-08-08,2023-08-10,Expedited,WI,Midwest,Secret Factory,2,Secret Factory → WI,570.07,212,358.07000000000005
2023-11-22,2023-11-25,Standard,OH,Midwest,Wicked Choccy's,3,Wicked Choccy's → OH,368.83,142,198.42999999999998
2023-07-30,2023-08-05,Standard,MA,Northeast,Sugar Shack,6,Sugar Shack → MA,364.4,225,251.89999999999998
2023-05-21,2023-05-24,Expedited,NJ,Northeast,The Other Factory,3,The Other Factory → NJ,129.17,60,75.16999999999999
2023-09-09,2023-09-12,Standard,IL,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → IL,707.54,244,341.53999999999996
2023-03-28,2023-03-31,Standard,NJ,Northeast,The Other Factory,3,The Other Factory → NJ,305.69,143,176.99
2023-06-04,2023-06-10,Expedited,CA,West,Lot's O' Nuts,6,Lot's O' Nuts → CA,1151.28,419,522.78
2023-08-13,2023-08-17,Expedited,OR,West,Wicked Choccy's,4,Wicked Choccy's → OR,1064.45,466,505.25
2023-08-01,2023-08-08,Standard,NY,Northeast,The Other Factory,7,The Other Factory → NY,930.25,450,525.25
2023-07-12,2023-07-18,Standard,AZ,West,Lot's O' Nuts,6,Lot's O' Nuts → AZ,1237.56,393,648.06
2023-06-20,2023-06-29,Standard,GA,South,Sugar Shack,9,Sugar Shack → GA,155.67,99,106.16999999999999
2023-09-14,2023-09-16,Expedited,CT,Northeast,Wicked Choccy's,2,Wicked Choccy's → CT,656.15,265,338.15
2023-05-17,2023-05-20,Expedited,MI,Midwest,Lot's O' Nuts,3,Lot's O' Nuts → MI,1036.16,333,536.6600000000001
2023-05-24,2023-05-27,Expedited,NC,South,Sugar Shack,3,Sugar Shack → NC,210.91,128,146.91
2023-02-14,2023-02-18,Standard,PA,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → PA,1413.33,499,664.8299999999999
2023-09-25,2023-09-28,Standard,MA,Northeast,Secret Factory,3,Secret Factory → MA,918.77,343,575.77
2023-08-16,2023-08-21,Standard,CT,Northeast,Wicked Choccy's,5,Wicked Choccy's → CT,914.5,346,499.3
2023-01-29,2023-02-02,Standard,NC,South,The Other Factory,4,The Other Factory → NC,283.0,142,155.2
2023-11-06,2023-11-11,Standard,NV,West,The Other Factory,5,The Other Factory → NV,57.7,26,34.300000000000004
2023-02-05,2023-02-06,Expedited,MA,Northeast,Wicked Choccy's,1,Wicked Choccy's → MA,317.54,133,157.94000000000003
2023-09-28,2023-10-07,Expedited,FL,South,Sugar Shack,9,Sugar Shack → FL,36.58,27,23.08
2023-08-04,2023-08-09,Standard,CT,Northeast,Wicked Choccy's,5,Wicked Choccy's → CT,1193.05,458,643.4499999999999
2023-06-06,2023-06-12,Standard,GA,South,Wicked Choccy's,6,Wicked Choccy's → GA,581.21,229,306.41
2023-05-31,2023-06-03,Expedited,NV,West,Wicked Choccy's,3,Wicked Choccy's → NV,1090.66,442,560.2600000000001
2023-09-01,2023-09-04,Standard,WI,Midwest,Sugar Shack,3,Sugar Shack → WI,98.79,67,65.29
2023-02-04,2023-02-09,Standard,MI,Midwest,Secret Factory,5,Secret Factory → MI,960.98,366,594.98
2023-10-27,2023-11-02,Standard,MI,Midwest,Wicked Choccy's,6,Wicked Choccy's → MI,881.3,374,432.49999999999994
2023-04-27,2023-05-01,Expedited,MA,Northeast,Wicked Choccy's,4,Wicked Choccy's → MA,865.42,377,413.02
2023-12-16,2023-12-23,Standard,CA,West,Lot's O' Nuts,7,Lot's O' Nuts → CA,230.13,74,119.13
2023-11-15,2023-11-21,Standard,NC,South,Sugar Shack,6,Sugar Shack → NC,48.21,30,33.21
2023-10-17,2023-10-25,Standard,TX,South,Sugar Shack,8,Sugar Shack → TX,515.36,330,350.36
2023-11-23,2023-11-25,Expedited,GA,South,Wicked Choccy's,2,Wicked Choccy's → GA,794.19,337,389.7900000000001
2023-03-28,2023-04-01,Expedited,MA,Northeast,The Other Factory,4,The Other Factory → MA,732.4,303,459.7
2023-03-05,2023-03-10,Standard,WA,West,Wicked Choccy's,5,Wicked Choccy's → WA,484.55,203,240.95000000000002
2023-08-22,2023-08-27,Standard,CA,West,Secret Factory,5,Secret Factory → CA,1097.89,437,660.8900000000001
2023-08-28,2023-08-29,Expedited,TX,South,Lot's O' Nuts,1,Lot's O' Nuts → TX,812.39,259,423.89
2023-03-03,2023-03-12,Standard,NY,Northeast,Lot's O' Nuts,9,Lot's O' Nuts → NY,410.07,140,200.07
2023-11-29,2023-12-01,Expedited,AZ,West,Lot's O' Nuts,2,Lot's O' Nuts → AZ,126.2,40,66.2
2023-08-23,2023-08-31,Expedited,FL,South,Sugar Shack,8,Sugar Shack → FL,193.27,118,134.27
2023-12-10,2023-12-16,Standard,FL,South,The Other Factory,6,The Other Factory → FL,353.97,159,210.87000000000003
2023-09-11,2023-09-16,Standard,CA,West,Secret Factory,5,Secret Factory → CA,436.29,184,252.29000000000002
2023-06-21,2023-06-22,Expedited,IL,Midwest,Lot's O' Nuts,1,Lot's O' Nuts → IL,954.87,291,518.37
2023-03-26,2023-03-27,Expedited,CT,Northeast,Secret Factory,1,Secret Factory → CT,795.27,324,471.27
2023-07-27,2023-08-01,Standard,WA,West,Secret Factory,5,Secret Factory → WA,1242.1,476,766.0999999999999
2023-04-15,2023-04-20,Standard,WI,Midwest,The Other Factory,5,The Other Factory → WI,491.91,245,271.41
2023-06-07,2023-06-08,Expedited,IL,Midwest,Secret Factory,1,Secret Factory → IL,979.51,434,545.51
2023-12-16,2023-12-17,Expedited,AZ,West,Secret Factory,1,Secret Factory → AZ,541.05,238,303.04999999999995
2023-05-06,2023-05-12,Standard,AZ,West,Secret Factory,6,Secret Factory → AZ,1251.26,480,771.26
2023-08-11,2023-08-14,Standard,OH,Midwest,The Other Factory,3,The Other Factory → OH,726.04,302,454.23999999999995
2023-09-21,2023-09-25,Standard,VA,South,Wicked Choccy's,4,Wicked Choccy's → VA,919.56,354,494.75999999999993
2023-08-11,2023-08-17,Standard,VA,South,Secret Factory,6,Secret Factory → VA,1264.92,488,776.9200000000001
2023-11-12,2023-11-15,Expedited,TX,South,Secret Factory,3,Secret Factory → TX,949.34,354,595.34
2023-06-24,2023-06-30,Standard,NC,South,Secret Factory,6,Secret Factory → NC,515.21,212,303.21000000000004
2023-05-22,2023-05-27,Standard,WI,Midwest,Lot's O' Nuts,5,Lot's O' Nuts → WI,791.28,265,393.78
2023-06-29,2023-07-03,Standard,WA,West,Lot's O' Nuts,4,Lot's O' Nuts → WA,1104.64,396,510.6400000000001
2023-04-06,2023-04-10,Standard,IN,Midwest,Secret Factory,4,Secret Factory → IN,91.98,39,52.980000000000004
2023-07-19,2023-07-27,Expedited,FL,South,Sugar Shack,8,Sugar Shack → FL,176.38,124,114.38
2023-11-10,2023-11-11,Expedited,MA,Northeast,Lot's O' Nuts,1,Lot's O' Nuts → MA,1127.53,385,550.03
2023-06-21,2023-06-25,Standard,CT,Northeast,Lot's O' Nuts,4,Lot's O' Nuts → CT,443.87,149,220.37
2023-09-03,2023-09-07,Standard,WA,West,Sugar Shack,4,Sugar Shack → WA,403.97,256,275.97
2023-10-22,2023-10-27,Expedited,CA,West,The Other Factory,5,The Other Factory → CA,491.83,214,299.23
2023-07-28,2023-08-03,Standard,OH,Midwest,The Other Factory,6,The Other Factory → OH,265.67,128,150.47000000000003
2023-05-13,2023-05-17,Expedited,WI,Midwest,Wicked Choccy's,4,Wicked Choccy's → WI,239.94,91,130.74
2023-09-24,2023-09-26,Expedited,PA,Northeast,Wicked Choccy's,2,Wicked Choccy's → PA,682.99,264,366.19
2023-04-06,2023-04-10,Standard,IL,Midwest,Sugar Shack,4,Sugar Shack → IL,562.28,377,373.78
2023-12-24,2023-12-29,Standard,AZ,West,Lot's O' Nuts,5,Lot's O' Nuts → AZ,253.63,82,130.63
2023-05-09,2023-05-13,Standard,IN,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → IN,303.87,107,143.37
2023-04-11,2023-04-17,Standard,WI,Midwest,Lot's O' Nuts,6,Lot's O' Nuts → WI,1055.32,334,554.3199999999999
2023-02-12,2023-02-13,Expedited,NC,South,Wicked Choccy's,1,Wicked Choccy's → NC,364.91,147,188.51000000000002
2023-08-14,2023-08-20,Standard,TX,South,Lot's O' Nuts,6,Lot's O' Nuts → TX,934.76,302,481.76
2023-10-04,2023-10-09,Standard,MA,Northeast,Lot's O' Nuts,5,Lot's O' Nuts → MA,481.21,167,230.70999999999998
2023-12-20,2023-12-24,Standard,OR,West,Wicked Choccy's,4,Wicked Choccy's → OR,632.41,247,336.01
2023-03-22,2023-03-26,Standard,TX,South,Secret Factory,4,Secret Factory → TX,883.77,332,551.77
2023-04-12,2023-04-16,Standard,CT,Northeast,The Other Factory,4,The Other Factory → CT,331.11,144,201.51000000000002
2023-03-09,2023-03-15,Standard,WI,Midwest,The Other Factory,6,The Other Factory → WI,771.28,324,479.67999999999995
2023-08-28,2023-09-02,Standard,OH,Midwest,The Other Factory,5,The Other Factory → OH,43.78,21,24.880000000000003
2023-02-18,2023-02-22,Expedited,VA,South,The Other Factory,4,The Other Factory → VA,433.58,186,266.17999999999995
2023-02-11,2023-02-17,Standard,MI,Midwest,Lot's O' Nuts,6,Lot's O' Nuts → MI,748.47,232,400.47
2023-11-29,2023-12-07,Standard,NY,Northeast,The Other Factory,8,The Other Factory → NY,355.99,162,210.19
2023-08-30,2023-09-05,Standard,VA,South,Lot's O' Nuts,6,Lot's O' Nuts → VA,378.81,136,174.81
2023-10-26,2023-11-02,Standard,CA,West,Sugar Shack,7,Sugar Shack → CA,234.19,168,150.19
2023-08-29,2023-09-03,Standard,OH,Midwest,Secret Factory,5,Secret Factory → OH,786.28,299,487.28
2023-05-04,2023-05-10,Standard,FL,South,Secret Factory,6,Secret Factory → FL,321.08,126,195.07999999999998
2023-05-12,2023-05-16,Standard,VA,South,The Other Factory,4,The Other Factory → VA,654.93,294,390.3299999999999
2023-06-14,2023-06-19,Standard,MA,Northeast,Sugar Shack,5,Sugar Shack → MA,152.33,111,96.83000000000001
2023-01-30,2023-02-03,Standard,PA,Northeast,The Other Factory,4,The Other Factory → PA,913.72,388,564.52
2023-01-09,2023-01-15,Standard,PA,Northeast,Wicked Choccy's,6,Wicked Choccy's → PA,318.75,123,171.15
2023-03-27,2023-03-31,Standard,NJ,Northeast,Sugar Shack,4,Sugar Shack → NJ,158.51,97,110.00999999999999
2023-04-15,2023-04-18,Standard,MA,Northeast,Sugar Shack,3,Sugar Shack → MA,353.46,228,239.45999999999998
2023-01-03,2023-01-12,Standard,CA,West,Lot's O' Nuts,9,Lot's O' Nuts → CA,663.98,212,345.98
2023-01-12,2023-01-17,Standard,OH,Midwest,Secret Factory,5,Secret Factory → OH,1269.19,483,786.19
2023-10-13,2023-10-18,Standard,IN,Midwest,The Other Factory,5,The Other Factory → IN,794.59,332,495.79
2023-02-16,2023-02-19,Expedited,NY,Northeast,Secret Factory,3,Secret Factory → NY,604.47,263,341.47
2023-08-01,2023-08-10,Standard,VA,South,Sugar Shack,9,Sugar Shack → VA,589.92,394,392.91999999999996
2023-05-07,2023-05-10,Expedited,NJ,Northeast,Sugar Shack,3,Sugar Shack → NJ,227.39,140,157.39
2023-04-20,2023-04-23,Expedited,CT,Northeast,Wicked Choccy's,3,Wicked Choccy's → CT,190.04,76,98.83999999999999
2023-10-21,2023-10-24,Standard,NC,South,Lot's O' Nuts,3,Lot's O' Nuts → NC,824.75,293,385.25
2023-10-05,2023-10-09,Standard,NJ,Northeast,Sugar Shack,4,Sugar Shack → NJ,339.39,237,220.89
2023-05-16,2023-05-19,Expedited,AZ,West,Sugar Shack,3,Sugar Shack → AZ,461.06,326,298.06
2023-01-21,2023-01-25,Standard,MI,Midwest,Secret Factory,4,Secret Factory → MI,82.69,33,49.69
2023-10-20,2023-10-24,Standard,MA,Northeast,The Other Factory,4,The Other Factory → MA,346.46,145,215.95999999999998
2023-06-02,2023-06-07,Standard,GA,South,Wicked Choccy's,5,Wicked Choccy's → GA,274.84,100,154.83999999999997
2023-04-06,2023-04-10,Standard,NC,South,Lot's O' Nuts,4,Lot's O' Nuts → NC,796.26,268,394.26
2023-01-03,2023-01-08,Standard,WA,West,The Other Factory,5,The Other Factory → WA,504.81,224,303.21000000000004
2023-07-15,2023-07-18,Standard,OR,West,Secret Factory,3,Secret Factory → OR,293.64,118,175.64
2023-05-13,2023-05-16,Standard,NC,South,Secret Factory,3,Secret Factory → NC,906.81,346,560.81
2023-02-11,2023-02-16,Standard,WA,West,Secret Factory,5,Secret Factory → WA,87.76,32,55.760000000000005
2023-05-02,2023-05-06,Expedited,MA,Northeast,The Other Factory,4,The Other Factory → MA,821.04,373,485.34
2023-12-26,2023-12-30,Expedited,CA,West,Lot's O' Nuts,4,Lot's O' Nuts → CA,512.16,170,257.15999999999997
2023-04-24,2023-04-30,Standard,MI,Midwest,Wicked Choccy's,6,Wicked Choccy's → MI,977.84,375,527.84
2023-07-25,2023-07-30,Standard,WA,West,Lot's O' Nuts,5,Lot's O' Nuts → WA,1061.18,393,471.68000000000006
2023-01-14,2023-01-17,Standard,NC,South,Wicked Choccy's,3,Wicked Choccy's → NC,175.73,64,98.92999999999999
2023-01-16,2023-01-20,Expedited,MI,Midwest,Lot's O' Nuts,4,Lot's O' Nuts → MI,190.12,58,103.12
2023-02-17,2023-02-18,Expedited,NV,West,Sugar Shack,1,Sugar Shack → NV,454.59,316,296.59
2023-10-18,2023-10-21,Expedited,WA,West,The Other Factory,3,The Other Factory → WA,66.25,28,41.05
2023-06-22,2023-06-28,Standard,AZ,West,Lot's O' Nuts,6,Lot's O' Nuts → AZ,835.51,282,412.51
2023-09-14,2023-09-20,Standard,NY,Northeast,Secret Factory,6,Secret Factory → NY,877.12,322,555.12
2023-11-02,2023-11-05,Expedited,WI,Midwest,Wicked Choccy's,3,Wicked Choccy's → WI,44.91,18,23.309999999999995
2023-12-26,2024-01-01,Standard,NY,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → NY,1186.11,426,547.1099999999999
2023-04-10,2023-04-15,Expedited,FL,South,Sugar Shack,5,Sugar Shack → FL,48.04,31,32.54
2023-04-20,2023-04-25,Standard,NV,West,Secret Factory,5,Secret Factory → NV,481.74,207,274.74
2023-08-18,2023-08-21,Standard,NV,West,Sugar Shack,3,Sugar Shack → NV,590.04,363,408.53999999999996
2023-04-03,2023-04-06,Standard,IL,Midwest,Secret Factory,3,Secret Factory → IL,529.56,208,321.55999999999995
2023-07-09,2023-07-12,Standard,MA,Northeast,Lot's O' Nuts,3,Lot's O' Nuts → MA,265.55,96,121.55000000000001
2023-10-11,2023-10-16,Standard,CA,West,Secret Factory,5,Secret Factory → CA,1168.01,452,716.01
2023-11-27,2023-12-02,Standard,OH,Midwest,Wicked Choccy's,5,Wicked Choccy's → OH,488.04,192,257.64
2023-09-18,2023-09-22,Standard,IL,Midwest,Secret Factory,4,Secret Factory → IL,283.82,123,160.82
2023-05-26,2023-05-29,Standard,CT,Northeast,Sugar Shack,3,Sugar Shack → CT,600.73,443,379.23
2023-10-26,2023-10-27,Expedited,AZ,West,Secret Factory,1,Secret Factory → AZ,381.46,157,224.45999999999998
2023-06-26,2023-07-01,Standard,CA,West,Wicked Choccy's,5,Wicked Choccy's → CA,1021.35,415,523.35
2023-09-23,2023-09-24,Expedited,MA,Northeast,Lot's O' Nuts,1,Lot's O' Nuts → MA,396.58,139,188.07999999999998
2023-07-28,2023-07-31,Standard,AZ,West,Lot's O' Nuts,3,Lot's O' Nuts → AZ,383.93,141,172.43
2023-10-10,2023-10-15,Standard,NC,South,Wicked Choccy's,5,Wicked Choccy's → NC,387.55,153,203.95000000000002
2023-06-30,2023-07-06,Standard,NY,Northeast,Lot's O' Nuts,6,Lot's O' Nuts → NY,706.45,221,374.95000000000005
2023-12-21,2023-12-25,Standard,GA,South,Secret Factory,4,Secret Factory → GA,921.28,360,561.28
2023-10-07,2023-10-12,Standard,NV,West,Sugar Shack,5,Sugar Shack → NV,72.08,50,47.08
2023-12-07,2023-12-13,Standard,OR,West,The Other Factory,6,The Other Factory → OR,1146.05,486,708.65
2023-11-30,2023-12-04,Standard,PA,Northeast,Secret Factory,4,Secret Factory → PA,933.84,355,578.84
2023-10-01,2023-10-02,Expedited,NJ,Northeast,Sugar Shack,1,Sugar Shack → NJ,702.35,459,472.85
2023-06-26,2023-07-05,Standard,CA,West,Wicked Choccy's,9,Wicked Choccy's → CA,203.49,81,106.29
2023-11-19,2023-11-23,Expedited,NV,West,Secret Factory,4,Secret Factory → NV,1166.86,465,701.8599999999999
2023-10-26,2023-11-01,Standard,IN,Midwest,Lot's O' Nuts,6,Lot's O' Nuts → IN,1466.43,500,716.4300000000001
